Area,Year,Temperature Change
Antarctica,1961,0.16899999999999996
Antarctica,1962,-0.285
Antarctica,1963,0.3016666666666666
Antarctica,1964,-0.3894166666666667
Antarctica,1965,-0.08441666666666671
Antarctica,1966,-0.15891666666666662
Antarctica,1967,0.0805833333333333
Antarctica,1968,-0.21250000000000002
Antarctica,1969,-0.18158333333333335
Antarctica,1970,-0.07650000000000001
Antarctica,1971,0.3628333333333333
Antarctica,1972,0.45141666666666663
Antarctica,1973,-0.036083333333333356
Antarctica,1974,0.4855833333333333
Antarctica,1975,-0.005249999999999991
Antarctica,1976,-0.5019166666666667
Antarctica,1977,0.01700000000000008
Antarctica,1978,-0.10841666666666668
Antarctica,1979,-0.142
Antarctica,1980,0.6730833333333334
Antarctica,1981,0.5318333333333334
Antarctica,1982,0.07391666666666669
Antarctica,1983,-0.9083333333333333
Antarctica,1984,0.43999999999999995
Antarctica,1985,-0.16408333333333333
Antarctica,1986,-0.17566666666666672
Antarctica,1987,-0.6594166666666667
Antarctica,1988,0.9083333333333333
Antarctica,1989,-0.17008333333333325
Antarctica,1990,0.29725
Antarctica,1991,0.6236666666666667
Antarctica,1992,0.21575
Antarctica,1993,-0.8419166666666666
Antarctica,1994,-0.23724999999999996
Antarctica,1995,-0.16166666666666668
Antarctica,1996,0.8294166666666666
Antarctica,1997,-0.6023333333333333
Antarctica,1998,-0.5501666666666667
Antarctica,1999,-0.7796666666666666
Antarctica,2000,-0.5335
Antarctica,2001,-0.014250000000000004
Antarctica,2002,1.0499166666666666
Antarctica,2003,-0.16774999999999998
Antarctica,2004,0.13549999999999998
Antarctica,2005,0.9604166666666667
Antarctica,2006,-0.38591666666666663
Antarctica,2007,0.7360833333333333
Antarctica,2008,0.6573333333333334
Antarctica,2009,1.3633333333333333
Antarctica,2010,0.7851666666666666
Antarctica,2011,0.7174999999999999
Antarctica,2012,-0.08108333333333333
Antarctica,2013,1.6686666666666667
Antarctica,2014,0.45766666666666667
Antarctica,2015,-0.1641666666666667
Antarctica,2016,0.3621666666666667
Antarctica,2017,0.64525
Antarctica,2018,1.6449999999999998
Antarctica,2019,0.51575
Belarus,1961,
Belarus,1962,
Belarus,1963,
Belarus,1964,
Belarus,1965,
Belarus,1966,
Belarus,1967,
Belarus,1968,
Belarus,1969,
Belarus,1970,
Belarus,1971,
Belarus,1972,
Belarus,1973,
Belarus,1974,
Belarus,1975,
Belarus,1976,
Belarus,1977,
Belarus,1978,
Belarus,1979,
Belarus,1980,
Belarus,1981,
Belarus,1982,
Belarus,1983,
Belarus,1984,
Belarus,1985,
Belarus,1986,
Belarus,1987,
Belarus,1988,
Belarus,1989,
Belarus,1990,
Belarus,1991,
Belarus,1992,1.2728333333333335
Belarus,1993,0.1596666666666667
Belarus,1994,0.8730000000000001
Belarus,1995,1.16925
Belarus,1996,-0.22033333333333338
Belarus,1997,0.4741666666666666
Belarus,1998,0.6803333333333333
Belarus,1999,1.8398333333333332
Belarus,2000,2.035833333333333
Belarus,2001,1.2394166666666668
Belarus,2002,1.7725833333333334
Belarus,2003,0.7839166666666667
Belarus,2004,0.9733333333333333
Belarus,2005,1.072
Belarus,2006,1.0533333333333335
Belarus,2007,2.0550833333333336
Belarus,2008,2.2495833333333333
Belarus,2009,1.3310833333333332
Belarus,2010,1.1880833333333334
Belarus,2011,1.671833333333333
Belarus,2012,0.9385
Belarus,2013,1.667
Belarus,2014,1.9449166666666668
Belarus,2015,2.57
Belarus,2016,1.9076666666666666
Belarus,2017,1.7741666666666667
Belarus,2018,2.1031666666666666
Belarus,2019,2.9815
Belgium,1961,
Belgium,1962,
Belgium,1963,
Belgium,1964,
Belgium,1965,
Belgium,1966,
Belgium,1967,
Belgium,1968,
Belgium,1969,
Belgium,1970,
Belgium,1971,
Belgium,1972,
Belgium,1973,
Belgium,1974,
Belgium,1975,
Belgium,1976,
Belgium,1977,
Belgium,1978,
Belgium,1979,
Belgium,1980,
Belgium,1981,
Belgium,1982,
Belgium,1983,
Belgium,1984,
Belgium,1985,
Belgium,1986,
Belgium,1987,
Belgium,1988,
Belgium,1989,
Belgium,1990,
Belgium,1991,
Belgium,1992,
Belgium,1993,
Belgium,1994,
Belgium,1995,
Belgium,1996,
Belgium,1997,
Belgium,1998,
Belgium,1999,
Belgium,2000,1.5810833333333332
Belgium,2001,1.0746666666666667
Belgium,2002,1.5656666666666668
Belgium,2003,1.498
Belgium,2004,0.97675
Belgium,2005,1.2186666666666668
Belgium,2006,1.6160833333333333
Belgium,2007,1.7001666666666668
Belgium,2008,1.1500833333333333
Belgium,2009,1.1690833333333333
Belgium,2010,-0.07425
Belgium,2011,1.85475
Belgium,2012,1.0341666666666667
Belgium,2013,0.5406666666666666
Belgium,2014,2.3419166666666666
Belgium,2015,1.7399166666666666
Belgium,2016,1.4685833333333334
Belgium,2017,1.7495
Belgium,2018,2.31
Belgium,2019,2.071
Bosnia and Herzegovina,1961,
Bosnia and Herzegovina,1962,
Bosnia and Herzegovina,1963,
Bosnia and Herzegovina,1964,
Bosnia and Herzegovina,1965,
Bosnia and Herzegovina,1966,
Bosnia and Herzegovina,1967,
Bosnia and Herzegovina,1968,
Bosnia and Herzegovina,1969,
Bosnia and Herzegovina,1970,
Bosnia and Herzegovina,1971,
Bosnia and Herzegovina,1972,
Bosnia and Herzegovina,1973,
Bosnia and Herzegovina,1974,
Bosnia and Herzegovina,1975,
Bosnia and Herzegovina,1976,
Bosnia and Herzegovina,1977,
Bosnia and Herzegovina,1978,
Bosnia and Herzegovina,1979,
Bosnia and Herzegovina,1980,
Bosnia and Herzegovina,1981,
Bosnia and Herzegovina,1982,
Bosnia and Herzegovina,1983,
Bosnia and Herzegovina,1984,
Bosnia and Herzegovina,1985,
Bosnia and Herzegovina,1986,
Bosnia and Herzegovina,1987,
Bosnia and Herzegovina,1988,
Bosnia and Herzegovina,1989,
Bosnia and Herzegovina,1990,
Bosnia and Herzegovina,1991,
Bosnia and Herzegovina,1992,0.8853333333333334
Bosnia and Herzegovina,1993,0.4663333333333333
Bosnia and Herzegovina,1994,1.63025
Bosnia and Herzegovina,1995,0.32883333333333326
Bosnia and Herzegovina,1996,-0.1660833333333334
Bosnia and Herzegovina,1997,0.30550000000000005
Bosnia and Herzegovina,1998,0.7164166666666668
Bosnia and Herzegovina,1999,0.9175833333333333
Bosnia and Herzegovina,2000,1.7224166666666667
Bosnia and Herzegovina,2001,1.0049166666666667
Bosnia and Herzegovina,2002,1.5235
Bosnia and Herzegovina,2003,1.1101666666666665
Bosnia and Herzegovina,2004,0.6861666666666667
Bosnia and Herzegovina,2005,0.020166666666666656
Bosnia and Herzegovina,2006,0.7805833333333334
Bosnia and Herzegovina,2007,1.67
Bosnia and Herzegovina,2008,1.63575
Bosnia and Herzegovina,2009,1.4265
Bosnia and Herzegovina,2010,0.86625
Bosnia and Herzegovina,2011,1.3345833333333335
Bosnia and Herzegovina,2012,1.6070833333333334
Bosnia and Herzegovina,2013,1.5194166666666666
Bosnia and Herzegovina,2014,1.9136666666666666
Bosnia and Herzegovina,2015,1.8413333333333333
Bosnia and Herzegovina,2016,1.55675
Bosnia and Herzegovina,2017,1.5417500000000002
Bosnia and Herzegovina,2018,2.2561666666666667
Bosnia and Herzegovina,2019,2.2235833333333335
Central Asia,1961,
Central Asia,1962,
Central Asia,1963,
Central Asia,1964,
Central Asia,1965,
Central Asia,1966,
Central Asia,1967,
Central Asia,1968,
Central Asia,1969,
Central Asia,1970,
Central Asia,1971,
Central Asia,1972,
Central Asia,1973,
Central Asia,1974,
Central Asia,1975,
Central Asia,1976,
Central Asia,1977,
Central Asia,1978,
Central Asia,1979,
Central Asia,1980,
Central Asia,1981,
Central Asia,1982,
Central Asia,1983,
Central Asia,1984,
Central Asia,1985,
Central Asia,1986,
Central Asia,1987,
Central Asia,1988,
Central Asia,1989,
Central Asia,1990,
Central Asia,1991,
Central Asia,1992,0.29716666666666663
Central Asia,1993,-0.6073333333333334
Central Asia,1994,0.20624999999999996
Central Asia,1995,1.6859166666666665
Central Asia,1996,-0.12766666666666668
Central Asia,1997,1.4856666666666667
Central Asia,1998,0.8795000000000001
Central Asia,1999,1.4339166666666667
Central Asia,2000,1.3519166666666667
Central Asia,2001,1.4048333333333334
Central Asia,2002,1.6812500000000001
Central Asia,2003,0.7035833333333333
Central Asia,2004,1.9279166666666667
Central Asia,2005,1.5685833333333334
Central Asia,2006,1.4749999999999999
Central Asia,2007,1.7348333333333334
Central Asia,2008,1.4629166666666666
Central Asia,2009,1.1311666666666667
Central Asia,2010,1.5515833333333333
Central Asia,2011,0.541
Central Asia,2012,0.8048333333333333
Central Asia,2013,2.1367499999999997
Central Asia,2014,0.5020833333333333
Central Asia,2015,1.8588333333333333
Central Asia,2016,1.9498333333333333
Central Asia,2017,1.66375
Central Asia,2018,0.816
Central Asia,2019,1.8825
Chile,1961,-0.312
Chile,1962,0.28725
Chile,1963,-0.030749999999999996
Chile,1964,-0.2001666666666667
Chile,1965,0.03241666666666667
Chile,1966,-0.11591666666666665
Chile,1967,-0.04099999999999999
Chile,1968,0.349
Chile,1969,0.25566666666666665
Chile,1970,0.10491666666666667
Chile,1971,-0.3675833333333333
Chile,1972,0.022499999999999992
Chile,1973,-0.16458333333333333
Chile,1974,-0.16174999999999998
Chile,1975,-0.14883333333333335
Chile,1976,-0.24516666666666664
Chile,1977,0.3289166666666667
Chile,1978,0.3005833333333333
Chile,1979,0.2654166666666667
Chile,1980,0.3016666666666667
Chile,1981,0.3406666666666667
Chile,1982,0.4215
Chile,1983,0.5924166666666667
Chile,1984,-0.2065
Chile,1985,0.32775
Chile,1986,0.07891666666666668
Chile,1987,0.5651666666666667
Chile,1988,0.0315
Chile,1989,0.35966666666666663
Chile,1990,0.13741666666666666
Chile,1991,-0.0043333333333333375
Chile,1992,-0.04133333333333334
Chile,1993,0.14025
Chile,1994,0.25766666666666665
Chile,1995,-0.05583333333333334
Chile,1996,0.10966666666666668
Chile,1997,0.691
Chile,1998,0.6058333333333333
Chile,1999,0.16391666666666668
Chile,2000,-0.25933333333333336
Chile,2001,0.10508333333333332
Chile,2002,-0.022666666666666665
Chile,2003,0.20733333333333334
Chile,2004,0.5276666666666666
Chile,2005,0.083
Chile,2006,0.4810833333333333
Chile,2007,-0.34641666666666665
Chile,2008,0.49591666666666673
Chile,2009,0.2855833333333333
Chile,2010,-0.1225
Chile,2011,0.25775
Chile,2012,0.43575
Chile,2013,0.41825
Chile,2014,0.30425
Chile,2015,0.7384166666666667
Chile,2016,0.8594166666666667
Chile,2017,0.6670833333333333
Chile,2018,0.33916666666666667
Chile,2019,0.46925
Croatia,1961,
Croatia,1962,
Croatia,1963,
Croatia,1964,
Croatia,1965,
Croatia,1966,
Croatia,1967,
Croatia,1968,
Croatia,1969,
Croatia,1970,
Croatia,1971,
Croatia,1972,
Croatia,1973,
Croatia,1974,
Croatia,1975,
Croatia,1976,
Croatia,1977,
Croatia,1978,
Croatia,1979,
Croatia,1980,
Croatia,1981,
Croatia,1982,
Croatia,1983,
Croatia,1984,
Croatia,1985,
Croatia,1986,
Croatia,1987,
Croatia,1988,
Croatia,1989,
Croatia,1990,
Croatia,1991,
Croatia,1992,1.0189166666666667
Croatia,1993,0.5474166666666667
Croatia,1994,1.6746666666666667
Croatia,1995,0.4000000000000001
Croatia,1996,-0.15824999999999992
Croatia,1997,0.5020833333333333
Croatia,1998,0.8161666666666667
Croatia,1999,0.9369999999999999
Croatia,2000,1.8173333333333332
Croatia,2001,1.0819166666666666
Croatia,2002,1.6035000000000001
Croatia,2003,1.27925
Croatia,2004,0.7131666666666666
Croatia,2005,0.14825000000000002
Croatia,2006,0.9360833333333334
Croatia,2007,1.7331666666666665
Croatia,2008,1.6530833333333332
Croatia,2009,1.4858333333333336
Croatia,2010,0.718
Croatia,2011,1.4915
Croatia,2012,1.6689166666666668
Croatia,2013,1.4505833333333333
Croatia,2014,2.0589999999999997
Croatia,2015,1.9491666666666667
Croatia,2016,1.6555
Croatia,2017,1.61625
Croatia,2018,2.27325
Croatia,2019,2.29775
Czechia,1961,
Czechia,1962,
Czechia,1963,
Czechia,1964,
Czechia,1965,
Czechia,1966,
Czechia,1967,
Czechia,1968,
Czechia,1969,
Czechia,1970,
Czechia,1971,
Czechia,1972,
Czechia,1973,
Czechia,1974,
Czechia,1975,
Czechia,1976,
Czechia,1977,
Czechia,1978,
Czechia,1979,
Czechia,1980,
Czechia,1981,
Czechia,1982,
Czechia,1983,
Czechia,1984,
Czechia,1985,
Czechia,1986,
Czechia,1987,
Czechia,1988,
Czechia,1989,
Czechia,1990,
Czechia,1991,
Czechia,1992,
Czechia,1993,0.4975
Czechia,1994,1.7916666666666667
Czechia,1995,0.7297500000000001
Czechia,1996,-0.7395833333333334
Czechia,1997,0.5669166666666667
Czechia,1998,1.0488333333333333
Czechia,1999,1.25275
Czechia,2000,2.024
Czechia,2001,0.8478333333333333
Czechia,2002,1.6324166666666666
Czechia,2003,1.2538333333333334
Czechia,2004,0.8069166666666666
Czechia,2005,0.6798333333333333
Czechia,2006,1.256
Czechia,2007,1.9295
Czechia,2008,1.7459166666666668
Czechia,2009,1.2996666666666667
Czechia,2010,0.1085833333333333
Czechia,2011,1.59975
Czechia,2012,1.3410833333333334
Czechia,2013,1.0103333333333333
Czechia,2014,2.4787500000000002
Czechia,2015,2.3385833333333337
Czechia,2016,1.7475833333333333
Czechia,2017,1.66225
Czechia,2018,2.7001666666666666
Czechia,2019,2.6229999999999998
Czechoslovakia,1961,0.76825
Czechoslovakia,1962,-0.7331666666666666
Czechoslovakia,1963,-0.7332500000000001
Czechoslovakia,1964,-0.35741666666666666
Czechoslovakia,1965,-0.8769166666666668
Czechoslovakia,1966,0.6476666666666667
Czechoslovakia,1967,0.6844166666666666
Czechoslovakia,1968,0.20283333333333334
Czechoslovakia,1969,-0.3501666666666667
Czechoslovakia,1970,-0.3605833333333333
Czechoslovakia,1971,0.19358333333333333
Czechoslovakia,1972,0.15933333333333333
Czechoslovakia,1973,0.013583333333333336
Czechoslovakia,1974,0.6925833333333333
Czechoslovakia,1975,0.8434166666666667
Czechoslovakia,1976,-0.06541666666666666
Czechoslovakia,1977,0.49866666666666665
Czechoslovakia,1978,-0.51225
Czechoslovakia,1979,0.10258333333333332
Czechoslovakia,1980,-0.8945833333333333
Czechoslovakia,1981,0.19241666666666668
Czechoslovakia,1982,0.6139166666666667
Czechoslovakia,1983,0.9590833333333334
Czechoslovakia,1984,-0.09825
Czechoslovakia,1985,-0.7244166666666668
Czechoslovakia,1986,-0.02900000000000005
Czechoslovakia,1987,-0.5274166666666666
Czechoslovakia,1988,0.5785833333333333
Czechoslovakia,1989,1.1758333333333333
Czechoslovakia,1990,1.1307500000000001
Czechoslovakia,1991,-0.007666666666666673
Czechoslovakia,1992,1.1823333333333335
Czechoslovakia,1993,
Czechoslovakia,1994,
Czechoslovakia,1995,
Czechoslovakia,1996,
Czechoslovakia,1997,
Czechoslovakia,1998,
Czechoslovakia,1999,
Czechoslovakia,2000,
Czechoslovakia,2001,
Czechoslovakia,2002,
Czechoslovakia,2003,
Czechoslovakia,2004,
Czechoslovakia,2005,
Czechoslovakia,2006,
Czechoslovakia,2007,
Czechoslovakia,2008,
Czechoslovakia,2009,
Czechoslovakia,2010,
Czechoslovakia,2011,
Czechoslovakia,2012,
Czechoslovakia,2013,
Czechoslovakia,2014,
Czechoslovakia,2015,
Czechoslovakia,2016,
Czechoslovakia,2017,
Czechoslovakia,2018,
Czechoslovakia,2019,
Estonia,1961,
Estonia,1962,
Estonia,1963,
Estonia,1964,
Estonia,1965,
Estonia,1966,
Estonia,1967,
Estonia,1968,
Estonia,1969,
Estonia,1970,
Estonia,1971,
Estonia,1972,
Estonia,1973,
Estonia,1974,
Estonia,1975,
Estonia,1976,
Estonia,1977,
Estonia,1978,
Estonia,1979,
Estonia,1980,
Estonia,1981,
Estonia,1982,
Estonia,1983,
Estonia,1984,
Estonia,1985,
Estonia,1986,
Estonia,1987,
Estonia,1988,
Estonia,1989,
Estonia,1990,
Estonia,1991,
Estonia,1992,1.655
Estonia,1993,0.39425
Estonia,1994,0.4582499999999999
Estonia,1995,1.3293333333333335
Estonia,1996,-0.20183333333333334
Estonia,1997,1.0440833333333333
Estonia,1998,0.617
Estonia,1999,1.6674999999999998
Estonia,2000,2.2425833333333336
Estonia,2001,1.2019166666666667
Estonia,2002,1.42125
Estonia,2003,0.9294166666666667
Estonia,2004,1.224
Estonia,2005,1.3447500000000001
Estonia,2006,1.7905833333333334
Estonia,2007,2.079
Estonia,2008,2.4968333333333335
Estonia,2009,1.2830000000000001
Estonia,2010,0.25783333333333336
Estonia,2011,2.0905833333333335
Estonia,2012,0.8135833333333333
Estonia,2013,1.8229166666666667
Estonia,2014,2.2283333333333335
Estonia,2015,2.685333333333334
Estonia,2016,1.7134166666666666
Estonia,2017,1.596
Estonia,2018,2.2285
Estonia,2019,2.5295
Ethiopia PDR,1961,-0.17716666666666667
Ethiopia PDR,1962,-0.10108333333333334
Ethiopia PDR,1963,0.11808333333333333
Ethiopia PDR,1964,-0.44458333333333333
Ethiopia PDR,1965,-0.24
Ethiopia PDR,1966,0.06033333333333332
Ethiopia PDR,1967,-0.43425
Ethiopia PDR,1968,-0.39599999999999996
Ethiopia PDR,1969,0.28541666666666665
Ethiopia PDR,1970,0.31825
Ethiopia PDR,1971,-0.40441666666666665
Ethiopia PDR,1972,0.164
Ethiopia PDR,1973,0.41575
Ethiopia PDR,1974,-0.17333333333333334
Ethiopia PDR,1975,-0.12666666666666668
Ethiopia PDR,1976,0.09749999999999999
Ethiopia PDR,1977,0.11775000000000001
Ethiopia PDR,1978,0.13733333333333334
Ethiopia PDR,1979,0.4779166666666667
Ethiopia PDR,1980,0.6505
Ethiopia PDR,1981,0.27108333333333334
Ethiopia PDR,1982,0.050083333333333334
Ethiopia PDR,1983,0.17633333333333334
Ethiopia PDR,1984,0.5853333333333334
Ethiopia PDR,1985,0.43274999999999997
Ethiopia PDR,1986,0.19025
Ethiopia PDR,1987,0.56575
Ethiopia PDR,1988,0.8239166666666667
Ethiopia PDR,1989,0.11541666666666667
Ethiopia PDR,1990,0.7003333333333334
Ethiopia PDR,1991,0.43233333333333335
Ethiopia PDR,1992,0.15222222222222223
Ethiopia PDR,1993,
Ethiopia PDR,1994,
Ethiopia PDR,1995,
Ethiopia PDR,1996,
Ethiopia PDR,1997,
Ethiopia PDR,1998,
Ethiopia PDR,1999,
Ethiopia PDR,2000,
Ethiopia PDR,2001,
Ethiopia PDR,2002,
Ethiopia PDR,2003,
Ethiopia PDR,2004,
Ethiopia PDR,2005,
Ethiopia PDR,2006,
Ethiopia PDR,2007,
Ethiopia PDR,2008,
Ethiopia PDR,2009,
Ethiopia PDR,2010,
Ethiopia PDR,2011,
Ethiopia PDR,2012,
Ethiopia PDR,2013,
Ethiopia PDR,2014,
Ethiopia PDR,2015,
Ethiopia PDR,2016,
Ethiopia PDR,2017,
Ethiopia PDR,2018,
Ethiopia PDR,2019,
Falkland Islands (Malvinas),1961,-0.2549166666666666
Falkland Islands (Malvinas),1962,0.40924999999999995
Falkland Islands (Malvinas),1963,-0.18658333333333332
Falkland Islands (Malvinas),1964,-0.29741666666666666
Falkland Islands (Malvinas),1965,0.11924999999999998
Falkland Islands (Malvinas),1966,-0.4890833333333333
Falkland Islands (Malvinas),1967,0.07758333333333334
Falkland Islands (Malvinas),1968,0.18591666666666665
Falkland Islands (Malvinas),1969,-0.20575000000000002
Falkland Islands (Malvinas),1970,0.13591666666666666
Falkland Islands (Malvinas),1971,-0.30575
Falkland Islands (Malvinas),1972,-0.2724166666666667
Falkland Islands (Malvinas),1973,0.11925000000000001
Falkland Islands (Malvinas),1974,0.18591666666666665
Falkland Islands (Malvinas),1975,0.002583333333333345
Falkland Islands (Malvinas),1976,-0.30575
Falkland Islands (Malvinas),1977,0.20258333333333334
Falkland Islands (Malvinas),1978,0.16924999999999998
Falkland Islands (Malvinas),1979,0.6359166666666667
Falkland Islands (Malvinas),1980,0.13591666666666666
Falkland Islands (Malvinas),1981,0.2025833333333333
Falkland Islands (Malvinas),1982,1.382
Falkland Islands (Malvinas),1983,
Falkland Islands (Malvinas),1984,
Falkland Islands (Malvinas),1985,
Falkland Islands (Malvinas),1986,
Falkland Islands (Malvinas),1987,
Falkland Islands (Malvinas),1988,
Falkland Islands (Malvinas),1989,
Falkland Islands (Malvinas),1990,
Falkland Islands (Malvinas),1991,
Falkland Islands (Malvinas),1992,
Falkland Islands (Malvinas),1993,
Falkland Islands (Malvinas),1994,
Falkland Islands (Malvinas),1995,
Falkland Islands (Malvinas),1996,
Falkland Islands (Malvinas),1997,
Falkland Islands (Malvinas),1998,
Falkland Islands (Malvinas),1999,
Falkland Islands (Malvinas),2000,
Falkland Islands (Malvinas),2001,
Falkland Islands (Malvinas),2002,
Falkland Islands (Malvinas),2003,
Falkland Islands (Malvinas),2004,
Falkland Islands (Malvinas),2005,
Falkland Islands (Malvinas),2006,
Falkland Islands (Malvinas),2007,
Falkland Islands (Malvinas),2008,
Falkland Islands (Malvinas),2009,
Falkland Islands (Malvinas),2010,
Falkland Islands (Malvinas),2011,
Falkland Islands (Malvinas),2012,
Falkland Islands (Malvinas),2013,
Falkland Islands (Malvinas),2014,
Falkland Islands (Malvinas),2015,
Falkland Islands (Malvinas),2016,
Falkland Islands (Malvinas),2017,
Falkland Islands (Malvinas),2018,
Falkland Islands (Malvinas),2019,
India,1961,-0.4330833333333333
India,1962,-0.4218333333333333
India,1963,-0.009999999999999997
India,1964,-0.04308333333333334
India,1965,-0.03641666666666667
India,1966,0.2594166666666667
India,1967,-0.138
India,1968,-0.2851666666666667
India,1969,0.32783333333333337
India,1970,-0.04124999999999998
India,1971,-0.46375000000000005
India,1972,0.09991666666666667
India,1973,0.23408333333333334
India,1974,-0.009833333333333324
India,1975,-0.29975
India,1976,0.08558333333333333
India,1977,0.11974999999999998
India,1978,-0.18058333333333335
India,1979,0.3185
India,1980,0.36041666666666666
India,1981,-0.005583333333333332
India,1982,-0.00966666666666668
India,1983,-0.27641666666666664
India,1984,-0.10558333333333335
India,1985,0.1711666666666667
India,1986,0.05891666666666665
India,1987,0.53175
India,1988,0.45658333333333334
India,1989,-0.1485
India,1990,-0.09766666666666668
India,1991,0.067
India,1992,-0.024416666666666666
India,1993,0.13641666666666666
India,1994,-0.004083333333333325
India,1995,0.19258333333333333
India,1996,0.17225000000000001
India,1997,-0.16333333333333333
India,1998,0.52325
India,1999,0.37949999999999995
India,2000,0.29641666666666666
India,2001,0.4250833333333333
India,2002,0.7755000000000001
India,2003,0.50975
India,2004,0.5140833333333333
India,2005,0.40875
India,2006,0.6550833333333334
India,2007,0.47608333333333336
India,2008,0.26108333333333333
India,2009,0.977
India,2010,0.92925
India,2011,0.29558333333333336
India,2012,0.3719166666666667
India,2013,0.2694166666666667
India,2014,0.39091666666666663
India,2015,0.6753333333333332
India,2016,0.9863333333333334
India,2017,0.8368333333333333
India,2018,0.7120833333333333
India,2019,0.6746666666666666
Kazakhstan,1961,
Kazakhstan,1962,
Kazakhstan,1963,
Kazakhstan,1964,
Kazakhstan,1965,
Kazakhstan,1966,
Kazakhstan,1967,
Kazakhstan,1968,
Kazakhstan,1969,
Kazakhstan,1970,
Kazakhstan,1971,
Kazakhstan,1972,
Kazakhstan,1973,
Kazakhstan,1974,
Kazakhstan,1975,
Kazakhstan,1976,
Kazakhstan,1977,
Kazakhstan,1978,
Kazakhstan,1979,
Kazakhstan,1980,
Kazakhstan,1981,
